a1,a2,a3,a4,a5,a6,a7,a8,a9,t-3,t-2,t-1,t
1136.428571,354.5714286,1929.285714,1322.142857,238.2857143,29.42857143,1572.285714,1148,27,2.1,2.2,2.3,2.4
1056.857143,344.4285714,2243.142857,1268.571429,196.5714286,9.428571429,1458,1103.142857,9.428571429,2.2,2.3,2.4,2.5
1085.428571,356.8571429,2214,1114.571429,219,18.57142857,1637.714286,1127.714286,27.28571429,2.3,2.4,2.5,2.4
1076.428571,382.7142857,2237.571429,1091.714286,199.8571429,36.57142857,1745.428571,1118.285714,36,2.4,2.5,2.4,2.7
1071.714286,400.1428571,2294,1105.142857,211,47.71428571,1656.714286,1144,34.57142857,2.5,2.4,2.7,2.8
1140,399.1428571,2232.428571,1081.571429,201.8571429,19,1624.285714,1147.428571,35.42857143,2.4,2.7,2.8,3
1080.857143,354.4285714,2359.285714,1046.857143,194.2857143,29,1632.285714,1101.714286,9.285714286,2.7,2.8,3,3.1
997,354,2363.714286,1004.428571,154.7142857,9.857142857,1450.428571,1070.142857,8.714285714,2.8,3,3.1,2.9
1004.857143,374.5714286,2275.714286,1008.714286,247.7142857,47.71428571,1771.857143,1216.428571,8.428571429,3,3.1,2.9,2.7
882.1428571,313.4285714,2265,978.4285714,140.1428571,27.71428571,1615,1069.571429,17.71428571,3.1,2.9,2.7,2.6
850.5714286,308.7142857,2125.285714,978,146.2857143,17.71428571,1594.285714,1065,0,2.9,2.7,2.6,2.4
963.2857143,288.8571429,2284.857143,1010,142.4285714,34.57142857,1430.571429,1058.142857,0,2.7,2.6,2.4,2.4
919.5714286,284.2857143,2433.285714,1006.857143,196.4285714,17.71428571,1343.285714,1054.428571,0,2.6,2.4,2.4,2.4
1095.428571,403.4285714,2476.142857,1063,198,0,1135.714286,1054.428571,8.714285714,2.4,2.4,2.4,2.4
1180.428571,465.7142857,2732.142857,1144.571429,209.7142857,0,1174.571429,1080.571429,8.428571429,2.4,2.4,2.4,2.3
1202.571429,486.5714286,2273,1067.857143,172.7142857,0,1976.571429,1080.571429,35.42857143,2.4,2.4,2.3,2.2
1102.714286,363,1857.142857,1065.142857,205.7142857,0,1583.142857,1087.142857,8.428571429,2.4,2.3,2.2,2
1069,334.4285714,1644.142857,1081.571429,173.8571429,0,1363.857143,1084.428571,35.71428571,2.3,2.2,2,1.7
1083,326.7142857,1564.285714,1055.428571,191,0,1725.857143,1070.142857,18,2.2,2,1.7,1.6
1102.714286,354.8571429,1398.714286,1097.142857,224.7142857,0,1648.714286,1076.285714,18,2,1.7,1.6,1.8
1213.571429,393.2857143,1432.428571,1165.285714,259.5714286,17.42857143,2145.857143,1097.714286,64.28571429,1.7,1.6,1.8,2.1
1302,381.7142857,2308.857143,1271.285714,302.7142857,8.714285714,2683.285714,1125.714286,47.42857143,1.6,1.8,2.1,2.2
1260,386.5714286,1968.428571,1181.857143,305,0,2197.571429,1154.285714,46.42857143,1.8,2.1,2.2,2.2
1200.428571,353.1428571,2101.714286,1203.857143,392.8571429,0,2274.714286,1150.714286,46.42857143,2.1,2.2,2.2,2.2
1284.285714,406.5714286,1504,1247.714286,475.2857143,0,2222,1140.571429,75.85714286,2.2,2.2,2.2,2
1541.714286,455.5714286,1824.428571,1563.428571,407.1428571,9,2540.857143,1185.714286,74.14285714,2.2,2.2,2,2.3
1820,514.7142857,2732.285714,1805.714286,476.4285714,18.85714286,2888.857143,1290.714286,77.28571429,2.2,2,2.3,2.6
1954.428571,515.2857143,2469.714286,1745,1396,27.42857143,3146.714286,1302.857143,89,2,2.3,2.6,2.6
1525.714286,464.8571429,2239,1615.285714,1014.428571,35.14285714,2808.285714,1251.428571,77.42857143,2.3,2.6,2.6,2.7
1565.428571,470.8571429,2438.857143,1493,1126,18.71428571,2980.857143,1299.571429,77,2.6,2.6,2.7,2.8
1500.571429,486.5714286,2403.142857,1502.142857,1107,44.14285714,3132.285714,1318.714286,79.42857143,2.6,2.7,2.8,2.8
1737.571429,564.8571429,2727.571429,1574.285714,1298,29.14285714,3721.142857,1282.857143,86.14285714,2.7,2.8,2.8,3
2189,631.8571429,3105.571429,1618.857143,1763.428571,67.42857143,5105.571429,1375.285714,96.14285714,2.8,2.8,3,3.3
2478,711.5714286,3818,1544.571429,1039.285714,58.28571429,5982.571429,1383.142857,116.4285714,2.8,3,3.3,
2445.428571,653.8571429,3308.428571,1542.571429,980.1428571,74,7299.142857,1426.428571,97.85714286,3,3.3,,3.9
2382.571429,620.4285714,3757,1601.142857,970.8571429,72.14285714,8726.571429,1318.571429,101.2857143,3.3,,3.9,4.1
2972.857143,762.5714286,4785.285714,1787,984.8571429,74.57142857,11317.85714,1533.571429,120.5714286,,3.9,4.1,4
2647.285714,716.5714286,4289,1739.285714,974.7142857,70.71428571,9767.285714,1452,120.4285714,3.9,4.1,4,3.7
1985.571429,567.1428571,3780.714286,1581.428571,744.2857143,82.57142857,7432.285714,1369.142857,92.57142857,4.1,4,3.7,3.1
1477.714286,462.2857143,3796.714286,1290.142857,502.7142857,9,5791,1278.714286,84.14285714,4,3.7,3.1,2.6
1134.714286,316.5714286,3157.285714,1132.714286,371.5714286,9,3845.285714,1072.142857,48,3.7,3.1,2.6,3.5
1251.857143,415.4285714,3766.857143,1425.571429,403,27.14285714,4303,1291.714286,64,3.1,2.6,3.5,2.2
1240.142857,422.2857143,3434.714286,1266,317,26.42857143,3695.714286,1239.142857,54.14285714,2.6,3.5,2.2,1.9
1285.571429,417,3485.428571,1264.428571,410.8571429,9,3877.285714,1132.571429,66.71428571,3.5,2.2,1.9,1.9
1606.857143,462.1428571,3781.285714,1318.857143,511,36.28571429,4662.857143,1210.714286,70.57142857,2.2,1.9,1.9,2.2
1764.714286,564.5714286,4403.571429,1379.571429,521.8571429,29.42857143,5006,1238.142857,70.14285714,1.9,1.9,2.2,2.5
1956.285714,685.1428571,4162.428571,1317.142857,490.8571429,17.71428571,4542.714286,1281.714286,83.14285714,1.9,2.2,2.5,2.4
1587.428571,552.4285714,3860.285714,1195.428571,350.8571429,17.42857143,3341.857143,1226.428571,73.14285714,2.2,2.5,2.4,2.2
1611.714286,685.4285714,3438.142857,1225,335.8571429,9.285714286,3008.428571,1177.857143,75,2.5,2.4,2.2,2
1925.857143,673.4285714,3849,1339.857143,344.7142857,0,2552.714286,1145.714286,27.71428571,2.4,2.2,2,2.2
,,,,,,,,,2.2,2,2.2,
,,,,,,,,,2,2.2,,
,,,,,,,,,2.2,,,
